06/11/1976	14:30	Fortuna Düsseldorf	-	VfL Bochum	1:0 (1:0)	
	14:30	Rot-Weiss Essen	-	Werder Bremen	0:0 (0:0)	
	14:30	1. FC Kaiserslautern	-	Bayern München	1:1 (0:1)	
	14:30	Hamburger SV	-	1. FC Saarbrücken	0:0 (0:0)	
	14:30	FC Schalke 04	-	Karlsruher SC	2:2 (1:0)	
	14:30	1. FC Köln	-	Bor. Mönchengladbach	0:3 (0:1)	
	14:30	TeBe Berlin	-	MSV Duisburg	1:5 (0:4)	
	14:30	Eintracht Frankfurt	-	Borussia Dortmund	1:4 (1:1)	
	14:30	Eintracht Braunschweig	-	Hertha BSC	2:2 (1:1)	
1		Bor. Mönchengladbach	12	9	3	0	30:8	22	21:3
2		Eintracht Braunschweig	12	6	5	1	20:13	7	17:7
3		Hertha BSC	12	6	4	2	23:12	11	16:8
4		Bayern München	12	6	4	2	39:30	9	16:8
5		MSV Duisburg	12	5	5	2	26:16	10	15:9
6		FC Schalke 04	12	7	1	4	29:22	7	15:9
7		1. FC Köln	12	7	0	5	26:17	9	14:10
8		Borussia Dortmund	12	5	3	4	24:21	3	13:11
9		VfL Bochum	12	6	1	5	20:21	-1	13:11
10		Hamburger SV	12	4	3	5	16:21	-5	11:13
11		Werder Bremen	12	3	4	5	19:20	-1	10:14
12		Karlsruher SC	12	3	4	5	15:21	-6	10:14
13		Fortuna Düsseldorf	12	4	1	7	15:21	-6	9:15
14		TeBe Berlin	12	3	3	6	21:41	-20	9:15
15		1. FC Kaiserslautern	12	3	2	7	9:15	-6	8:16
16		Eintracht Frankfurt	12	3	1	8	26:32	-6	7:17
17		1. FC Saarbrücken	12	2	3	7	9:16	-7	7:17
18		Rot-Weiss Essen	12	1	3	8	14:34	-20	5:19
