19/08/1988	19:00	Karlsruher SC	-	FC St. Pauli	3:1 (1:0)	
	19:00	Eintracht Frankfurt	-	1. FC Köln	1:0 (1:0)	
20/08/1988	14:30	Bayer Leverkusen	-	Borussia Dortmund	2:0 (0:0)	
	14:30	Hamburger SV	-	Bayern München	0:1 (0:0)	
	14:30	VfB Stuttgart	-	Stuttgarter Kickers	4:0 (2:0)	
	14:30	VfL Bochum	-	Bayer 05 Uerdingen	1:1 (0:1)	
	14:30	1. FC Nürnberg	-	Waldhof Mannheim	1:0 (0:0)	
	14:30	Bor. Mönchengladbach	-	Werder Bremen	4:1 (1:0)	
	14:30	1. FC Kaiserslautern	-	Hannover 96	0:0 (0:0)	
1		VfB Stuttgart	4	3	1	0	11:5	6	7:1
2		Karlsruher SC	4	3	1	0	11:6	5	7:1
3		Bayern München	4	2	2	0	9:5	4	6:2
4		Bayer Leverkusen	4	2	1	1	7:5	2	5:3
5		1. FC Köln	4	2	1	1	4:2	2	5:3
6		Bayer 05 Uerdingen	4	1	3	0	5:4	1	5:3
7		Werder Bremen	4	2	1	1	6:6	0	5:3
8		Waldhof Mannheim	4	1	2	1	5:3	2	4:4
9		Bor. Mönchengladbach	4	2	0	2	10:9	1	4:4
10		VfL Bochum	4	1	2	1	3:3	0	4:4
11		1. FC Nürnberg	4	2	0	2	4:5	-1	4:4
12		Hamburger SV	4	1	1	2	4:5	-1	3:5
13		FC St. Pauli	4	1	1	2	3:4	-1	3:5
14		1. FC Kaiserslautern	4	0	3	1	2:5	-3	3:5
15		Borussia Dortmund	4	0	2	2	2:5	-3	2:6
16		Eintracht Frankfurt	4	1	0	3	2:7	-5	2:6
17		Stuttgarter Kickers	4	1	0	3	4:10	-6	2:6
18		Hannover 96	4	0	1	3	5:8	-3	1:7
