14/10/2016	19:30	Borussia Dortmund	-	Hertha BSC	1:1 (0:0)	
15/10/2016	14:30	Bor. Mönchengladbach	-	Hamburger SV	0:0 (0:0)	
	14:30	1. FC Köln	-	FC Ingolstadt 04	2:1 (2:0)	
	14:30	FC Augsburg	-	FC Schalke 04	1:1 (0:0)	
	14:30	1899 Hoffenheim	-	SC Freiburg	2:1 (1:0)	
	14:30	Eintracht Frankfurt	-	Bayern München	2:2 (1:1)	
	17:30	Werder Bremen	-	Bayer Leverkusen	2:1 (1:1)	
16/10/2016	14:30	1. FSV Mainz 05	-	SV Darmstadt 98	2:1 (1:0)	
	16:30	VfL Wolfsburg	-	RB Leipzig	0:1 (0:0)	
1		Bayern München	7	5	2	0	18:4	14	17
2		1. FC Köln	7	4	3	0	12:4	8	15
3		RB Leipzig	7	4	3	0	12:5	7	15
4		Hertha BSC	7	4	2	1	12:8	4	14
5		Borussia Dortmund	7	4	1	2	17:7	10	13
6		1899 Hoffenheim	7	3	4	0	13:10	3	13
7		1. FSV Mainz 05	7	3	2	2	14:12	2	11
8		Eintracht Frankfurt	7	3	2	2	10:8	2	11
9		Bor. Mönchengladbach	7	3	2	2	10:10	0	11
10		Bayer Leverkusen	7	3	1	3	11:9	2	10
11		SC Freiburg	7	3	0	4	8:11	-3	9
12		FC Augsburg	7	2	2	3	6:9	-3	8
13		Werder Bremen	7	2	1	4	9:18	-9	7
14		VfL Wolfsburg	7	1	3	3	4:8	-4	6
15		SV Darmstadt 98	7	1	2	4	5:14	-9	5
16		FC Schalke 04	7	1	1	5	7:11	-4	4
17		Hamburger SV	7	0	2	5	2:12	-10	2
18		FC Ingolstadt 04	7	0	1	6	4:14	-10	1
