20/09/1972	15:45	VfL Bochum	-	Hertha BSC	2:1 (0:0)	
	19:00	1. FC Köln	-	Rot-Weiß Oberhausen	3:1 (3:1)	
	19:00	Bayern München	-	Werder Bremen	2:1 (1:0)	
	19:00	1. FC Kaiserslautern	-	FC Schalke 04	2:0 (1:0)	
	19:00	Hamburger SV	-	Bor. Mönchengladbach	1:3 (1:2)	
	19:00	Kickers Offenbach	-	Eintracht Braunschweig	1:0 (1:0)	
	19:00	Hannover 96	-	Eintracht Frankfurt	2:1 (0:1)	
	19:00	Fortuna Düsseldorf	-	Wuppertaler SV	2:1 (0:1)	
	19:00	MSV Duisburg	-	VfB Stuttgart	0:1 (0:0)	
1		Bayern München	2	2	0	0	7:1	6	4:0
2		Bor. Mönchengladbach	2	2	0	0	7:4	3	4:0
3		VfB Stuttgart	2	2	0	0	4:1	3	4:0
		VfL Bochum	2	2	0	0	4:1	3	4:0
5		Fortuna Düsseldorf	2	2	0	0	5:3	2	4:0
6		Kickers Offenbach	2	1	1	0	1:0	1	3:1
7		Wuppertaler SV	2	1	0	1	3:2	1	2:2
8		1. FC Köln	2	1	0	1	4:4	0	2:2
9		Eintracht Frankfurt	2	1	0	1	3:3	0	2:2
		FC Schalke 04	2	1	0	1	3:3	0	2:2
11		1. FC Kaiserslautern	2	1	0	1	2:2	0	2:2
12		Hannover 96	2	1	0	1	3:4	-1	2:2
13		Werder Bremen	2	0	1	1	1:2	-1	1:3
14		Hertha BSC	2	0	0	2	3:5	-2	0:4
		MSV Duisburg	2	0	0	2	3:5	-2	0:4
16		Hamburger SV	2	0	0	2	2:5	-3	0:4
17		Eintracht Braunschweig	2	0	0	2	0:3	-3	0:4
18		Rot-Weiß Oberhausen	2	0	0	2	1:8	-7	0:4
