02/08/1991	18:30	MSV Duisburg	-	VfB Stuttgart	1:0 (1:0)	
	19:00	VfL Bochum	-	1. FC Köln	2:2 (1:2)	
	19:00	Bayer Leverkusen	-	Bor. Mönchengladbach	1:0 (1:0)	
03/08/1991	14:30	Dynamo Dresden	-	1. FC Kaiserslautern	0:1 (0:1)	
	14:30	FC Schalke 04	-	Hamburger SV	0:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	Eintracht Frankfurt	1:2 (1:1)	
	14:30	Hansa Rostock	-	1. FC Nürnberg	4:0 (1:0)	
	14:30	Werder Bremen	-	Bayern München	1:1 (0:1)	
	14:30	Karlsruher SC	-	Borussia Dortmund	2:2 (1:1)	
	14:30	Stuttgarter Kickers	-	SG Wattenscheid 09	3:0 (1:0)	
