25/08/1981	19:00	1. FC Kaiserslautern	-	VfB Stuttgart	3:2 (2:1)	
	19:00	Eintracht Braunschweig	-	Bor. Mönchengladbach	0:1 (0:1)	
	19:00	Werder Bremen	-	SV Bayer 04 Leverkusen	0:0 (0:0)	
26/08/1981	19:00	1. FC Nürnberg	-	Hamburger SV	0:3 (0:0)	
	19:00	Karlsruher SC	-	Arminia Bielefeld	2:1 (2:1)	
	19:00	Fortuna Düsseldorf	-	Bayern München	1:2 (1:1)	
	19:00	SV Darmstadt 98	-	VfL Bochum	2:0 (0:0)	
	19:00	1. FC Köln	-	Eintracht Frankfurt	2:0 (0:0)	
	19:00	Borussia Dortmund	-	MSV Duisburg	2:1 (2:0)	
1		Bayern München	4	4	0	0	13:5	8	8:0
2		Hamburger SV	4	2	2	0	10:5	5	6:2
3		VfL Bochum	4	3	0	1	8:3	5	6:2
4		VfB Stuttgart	4	3	0	1	9:5	4	6:2
5		1. FC Köln	4	3	0	1	7:4	3	6:2
6		Eintracht Frankfurt	4	2	1	1	7:5	2	5:3
7		Bor. Mönchengladbach	4	2	1	1	7:6	1	5:3
8		Werder Bremen	4	2	1	1	6:5	1	5:3
9		1. FC Kaiserslautern	4	1	2	1	7:8	-1	4:4
10		Karlsruher SC	4	1	2	1	5:6	-1	4:4
11		MSV Duisburg	4	1	1	2	6:6	0	3:5
		SV Darmstadt 98	4	1	1	2	6:6	0	3:5
13		Borussia Dortmund	4	1	1	2	4:6	-2	3:5
14		SV Bayer 04 Leverkusen	4	1	1	2	5:11	-6	3:5
15		Arminia Bielefeld	4	0	2	2	3:5	-2	2:6
16		Eintracht Braunschweig	4	1	0	3	4:8	-4	2:6
17		Fortuna Düsseldorf	4	0	1	3	4:8	-4	1:7
18		1. FC Nürnberg	4	0	0	4	2:11	-9	0:8
