07/10/1972	14:30	1. FC Köln	-	Eintracht Braunschweig	4:3 (1:0)	
	14:30	Werder Bremen	-	Hertha BSC	1:1 (1:1)	
	14:30	1. FC Kaiserslautern	-	MSV Duisburg	0:0 (0:0)	
	14:30	Rot-Weiß Oberhausen	-	Wuppertaler SV	2:1 (0:0)	
	14:30	VfL Bochum	-	Bor. Mönchengladbach	3:0 (1:0)	
	14:30	Kickers Offenbach	-	Eintracht Frankfurt	3:2 (1:1)	
	14:30	Fortuna Düsseldorf	-	VfB Stuttgart	6:1 (2:0)	
	14:30	Bayern München	-	FC Schalke 04	5:0 (3:0)	
	14:30	Hannover 96	-	Hamburger SV	3:2 (1:0)	
1		Bayern München	6	5	1	0	19:2	17	11:1
2		Fortuna Düsseldorf	6	4	1	1	17:11	6	9:3
3		Kickers Offenbach	6	4	1	1	13:11	2	9:3
4		1. FC Köln	6	3	2	1	10:8	2	8:4
		VfL Bochum	6	4	0	2	10:8	2	8:4
6		VfB Stuttgart	6	4	0	2	11:12	-1	8:4
7		Eintracht Frankfurt	6	3	1	2	14:10	4	7:5
8		MSV Duisburg	6	2	2	2	9:8	1	6:6
9		FC Schalke 04	6	3	0	3	12:12	0	6:6
10		Bor. Mönchengladbach	6	3	0	3	13:14	-1	6:6
11		Hannover 96	6	3	0	3	11:13	-2	6:6
12		Wuppertaler SV	6	2	1	3	9:8	1	5:7
13		1. FC Kaiserslautern	6	2	1	3	7:9	-2	5:7
14		Werder Bremen	6	1	2	3	3:5	-2	4:8
15		Eintracht Braunschweig	6	2	0	4	5:9	-4	4:8
16		Hertha BSC	6	1	1	4	9:16	-7	3:9
17		Rot-Weiß Oberhausen	6	1	0	5	4:14	-10	2:10
18		Hamburger SV	6	0	1	5	6:12	-6	1:11
