04/09/1970	19:00	1. FC Kaiserslautern	-	Eintracht Frankfurt	2:0 (1:0)	
	19:00	Kickers Offenbach	-	Eintracht Braunschweig	0:2 (0:2)	
05/09/1970	14:30	Werder Bremen	-	MSV Duisburg	0:2 (0:0)	
	14:30	Hannover 96	-	Hamburger SV	0:3 (0:2)	
	14:30	Bayern München	-	Rot-Weiss Essen	2:2 (2:0)	
	14:30	Arminia Bielefeld	-	Bor. Mönchengladbach	0:2 (0:1)	
	14:30	1. FC Köln	-	VfB Stuttgart	2:1 (1:0)	
	14:30	FC Schalke 04	-	Hertha BSC	0:1 (0:0)	
	14:30	Rot-Weiß Oberhausen	-	Borussia Dortmund	0:1 (0:1)	
1		Rot-Weiss Essen	4	2	2	0	8:2	6	6:2
2		Hertha BSC	4	3	0	1	9:5	4	6:2
3		Hamburger SV	4	2	2	0	8:4	4	6:2
4		Bor. Mönchengladbach	4	2	2	0	6:2	4	6:2
5		1. FC Köln	4	2	2	0	6:3	3	6:2
6		Borussia Dortmund	4	2	1	1	4:1	3	5:3
7		Eintracht Braunschweig	4	2	1	1	7:6	1	5:3
8		Bayern München	4	1	3	0	4:3	1	5:3
9		MSV Duisburg	4	1	2	1	4:3	1	4:4
10		FC Schalke 04	4	1	2	1	5:5	0	4:4
		VfB Stuttgart	4	1	2	1	5:5	0	4:4
12		Eintracht Frankfurt	4	1	2	1	3:4	-1	4:4
13		1. FC Kaiserslautern	4	2	0	2	6:9	-3	4:4
14		Kickers Offenbach	4	1	0	3	4:8	-4	2:6
15		Arminia Bielefeld	4	0	2	2	1:6	-5	2:6
16		Rot-Weiß Oberhausen	4	0	1	3	4:8	-4	1:7
17		Werder Bremen	4	0	1	3	2:6	-4	1:7
18		Hannover 96	4	0	1	3	1:7	-6	1:7
