26/09/1986	19:00	Borussia Dortmund	-	Blau-Weiß 90 Berlin	7:0 (5:0)	
27/09/1986	14:30	1. FC Kaiserslautern	-	Waldhof Mannheim	3:2 (1:0)	
	14:30	1. FC Nürnberg	-	Bayer 05 Uerdingen	1:1 (0:1)	
	14:30	1. FC Köln	-	VfB Stuttgart	0:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	FC Schalke 04	3:4 (1:4)	
	14:30	VfL Bochum	-	Eintracht Frankfurt	2:0 (0:0)	
	14:30	Werder Bremen	-	Bayern München	1:1 (1:0)	
	14:30	Bor. Mönchengladbach	-	Bayer Leverkusen	2:1 (2:0)	
	14:30	Hamburger SV	-	FC 08 Homburg	3:1 (1:1)	
1		Bayern München	8	5	3	0	18:7	11	13:3
2		Hamburger SV	8	5	2	1	17:8	9	12:4
3		Bayer Leverkusen	8	5	1	2	18:7	11	11:5
		VfB Stuttgart	8	4	3	1	18:7	11	11:5
5		Werder Bremen	8	4	3	1	15:11	4	11:5
6		FC Schalke 04	8	5	1	2	17:15	2	11:5
7		1. FC Kaiserslautern	8	3	3	2	15:10	5	9:7
8		Bayer 05 Uerdingen	8	3	3	2	14:12	2	9:7
9		VfL Bochum	8	2	5	1	11:10	1	9:7
10		Borussia Dortmund	8	3	2	3	19:10	9	8:8
11		Eintracht Frankfurt	8	2	4	2	11:9	2	8:8
12		Waldhof Mannheim	8	3	2	3	13:14	-1	8:8
13		Bor. Mönchengladbach	8	1	3	4	9:15	-6	5:11
14		FC 08 Homburg	8	2	1	5	7:17	-10	5:11
15		1. FC Köln	8	1	2	5	6:15	-9	4:12
16		Blau-Weiß 90 Berlin	8	1	2	5	7:23	-16	4:12
17		1. FC Nürnberg	8	0	3	5	9:17	-8	3:13
18		Fortuna Düsseldorf	8	1	1	6	7:24	-17	3:13
