06/09/1975	14:30	Bor. Mönchengladbach	-	VfL Bochum	1:1 (1:0)	
	14:30	1. FC Köln	-	Hamburger SV	1:1 (1:0)	
	14:30	Fortuna Düsseldorf	-	Hertha BSC	2:1 (1:0)	
	14:30	Werder Bremen	-	Karlsruher SC	1:0 (0:0)	
	14:30	Hannover 96	-	Rot-Weiss Essen	0:0 (0:0)	
	14:30	Bayer 05 Uerdingen	-	Eintracht Braunschweig	0:0 (0:0)	
	14:30	1. FC Kaiserslautern	-	MSV Duisburg	3:0 (1:0)	
	14:30	Kickers Offenbach	-	Eintracht Frankfurt	2:1 (1:0)	
	14:30	FC Schalke 04	-	Bayern München	2:2 (1:1)	
1		Bor. Mönchengladbach	6	3	3	0	13:5	8	9:3
2		Eintracht Braunschweig	6	3	3	0	11:5	6	9:3
3		Bayern München	6	3	2	1	15:6	9	8:4
4		Fortuna Düsseldorf	6	3	2	1	11:11	0	8:4
5		Eintracht Frankfurt	6	3	1	2	9:8	1	7:5
6		Hamburger SV	6	2	2	2	9:6	3	6:6
7		Rot-Weiss Essen	6	2	2	2	9:9	0	6:6
8		Werder Bremen	6	3	0	3	10:11	-1	6:6
9		Hertha BSC	6	2	1	3	13:12	1	5:7
10		FC Schalke 04	6	1	3	2	10:10	0	5:7
11		Karlsruher SC	6	2	1	3	7:7	0	5:7
		VfL Bochum	6	1	3	2	7:7	0	5:7
13		Hannover 96	6	1	3	2	10:11	-1	5:7
14		1. FC Kaiserslautern	6	1	3	2	8:10	-2	5:7
15		1. FC Köln	6	1	3	2	6:8	-2	5:7
16		MSV Duisburg	6	2	1	3	13:18	-5	5:7
17		Kickers Offenbach	6	2	1	3	10:20	-10	5:7
18		Bayer 05 Uerdingen	6	1	2	3	4:11	-7	4:8
