31/08/1968	14:30	MSV Duisburg	-	Eintracht Frankfurt	1:1 (1:0)	
	14:30	VfB Stuttgart	-	FC Schalke 04	1:1 (1:0)	
	14:30	1. FC Nürnberg	-	Bor. Mönchengladbach	4:0 (0:0)	
	14:30	Bayern München	-	Hamburger SV	5:1 (1:0)	
	14:30	1. FC Köln	-	Hannover 96	1:0 (0:0)	
	14:30	Eintracht Braunschweig	-	Hertha BSC	3:3 (0:1)	
	14:30	Kickers Offenbach	-	Alemannia Aachen	1:1 (0:0)	
17/09/1968	19:00	Borussia Dortmund	-	1. FC Kaiserslautern	2:3 (0:1)	
	19:00	Werder Bremen	-	TSV 1860 München	4:1 (0:0)	
1		Bayern München	3	3	0	0	10:1	9	6:0
2		Alemannia Aachen	3	2	1	0	9:4	5	5:1
3		Eintracht Braunschweig	3	2	1	0	6:3	3	5:1
4		Werder Bremen	3	2	0	1	7:4	3	4:2
5		1. FC Köln	3	2	0	1	4:3	1	4:2
6		MSV Duisburg	3	1	2	0	3:2	1	4:2
7		1. FC Kaiserslautern	3	2	0	1	4:4	0	4:2
8		Bor. Mönchengladbach	3	2	0	1	5:6	-1	4:2
9		Eintracht Frankfurt	3	1	1	1	5:5	0	3:3
10		Kickers Offenbach	3	1	1	1	4:4	0	3:3
11		1. FC Nürnberg	3	1	0	2	6:6	0	2:4
12		VfB Stuttgart	3	0	2	1	3:4	-1	2:4
13		Hertha BSC	3	0	2	1	4:6	-2	2:4
14		Hamburger SV	3	1	0	2	3:7	-4	2:4
15		Hannover 96	3	0	1	2	3:5	-2	1:5
16		Borussia Dortmund	3	0	1	2	4:7	-3	1:5
17		FC Schalke 04	3	0	1	2	1:4	-3	1:5
18		TSV 1860 München	3	0	1	2	2:8	-6	1:5
