16/12/1981	19:00	Eintracht Braunschweig	-	Eintracht Frankfurt	4:1 (1:0)	
19/12/1981	13:00	SV Darmstadt 98	-	Bor. Mönchengladbach	1:1 (1:0)	
	14:30	Bayern München	-	VfL Bochum	1:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	MSV Duisburg	2:0 (0:0)	
	14:30	Werder Bremen	-	VfB Stuttgart	2:2 (1:0)	
	14:30	SV Bayer 04 Leverkusen	-	Arminia Bielefeld	2:2 (2:2)	
	14:30	Borussia Dortmund	-	1. FC Nürnberg	3:1 (1:0)	
09/03/1982	19:00	1. FC Kaiserslautern	-	1. FC Köln	1:1 (0:0)	
	19:00	Karlsruher SC	-	Hamburger SV	2:2 (1:1)	
1		1. FC Köln	17	10	5	2	35:13	22	25:9
2		Bayern München	17	11	2	4	38:26	12	24:10
3		Hamburger SV	17	9	5	3	50:22	28	23:11
4		Bor. Mönchengladbach	17	8	7	2	33:25	8	23:11
5		Werder Bremen	17	8	5	4	29:28	1	21:13
6		Eintracht Frankfurt	17	9	2	6	45:32	13	20:14
7		Borussia Dortmund	17	7	4	6	28:21	7	18:16
8		Eintracht Braunschweig	17	9	0	8	30:27	3	18:16
9		1. FC Kaiserslautern	17	4	8	5	34:34	0	16:18
10		VfL Bochum	17	5	6	6	27:27	0	16:18
11		VfB Stuttgart	17	5	6	6	22:26	-4	16:18
12		Arminia Bielefeld	17	4	5	8	18:25	-7	13:21
13		1. FC Nürnberg	17	5	3	9	25:35	-10	13:21
14		Fortuna Düsseldorf	17	4	5	8	26:38	-12	13:21
15		SV Bayer 04 Leverkusen	17	4	5	8	22:36	-14	13:21
16		Karlsruher SC	17	4	4	9	26:36	-10	12:22
17		SV Darmstadt 98	17	3	6	8	20:38	-18	12:22
18		MSV Duisburg	17	4	2	11	23:42	-19	10:24
