04/06/1987	18:30	Bayer Leverkusen	-	FC 08 Homburg	4:2 (1:0)	
05/06/1987	18:30	Eintracht Frankfurt	-	VfB Stuttgart	3:1 (1:0)	
	19:00	VfL Bochum	-	FC Schalke 04	1:1 (0:0)	
06/06/1987	14:30	1. FC Kaiserslautern	-	1. FC Köln	5:1 (1:1)	
	14:30	Bor. Mönchengladbach	-	Fortuna Düsseldorf	4:1 (2:0)	
	14:30	Werder Bremen	-	Borussia Dortmund	5:0 (2:0)	
	14:30	Bayern München	-	Bayer 05 Uerdingen	2:2 (1:2)	
	14:30	1. FC Nürnberg	-	Hamburger SV	3:3 (0:2)	
10/06/1987	19:00	Blau-Weiß 90 Berlin	-	Waldhof Mannheim	4:1 (2:0)	
1		Bayern München	32	18	13	1	63:30	33	49:15
2		Hamburger SV	32	17	9	6	63:36	27	43:21
3		Bor. Mönchengladbach	32	16	7	9	66:42	24	39:25
4		Werder Bremen	32	16	6	10	62:51	11	38:26
5		1. FC Kaiserslautern	32	15	7	10	63:45	18	37:27
6		Borussia Dortmund	32	13	10	9	63:48	15	36:28
7		Bayer Leverkusen	32	15	6	11	51:36	15	36:28
8		1. FC Köln	32	13	9	10	47:47	0	35:29
9		1. FC Nürnberg	32	11	11	10	60:57	3	33:31
10		VfB Stuttgart	32	13	6	13	53:42	11	32:32
11		Bayer 05 Uerdingen	32	11	10	11	47:46	1	32:32
12		VfL Bochum	32	9	13	10	48:39	9	31:33
13		FC Schalke 04	32	11	8	13	47:56	-9	30:34
14		Waldhof Mannheim	32	10	8	14	49:66	-17	28:36
15		Eintracht Frankfurt	32	8	9	15	41:46	-5	25:39
16		FC 08 Homburg	32	5	8	19	29:76	-47	18:46
17		Blau-Weiß 90 Berlin	32	3	11	18	33:72	-39	17:47
18		Fortuna Düsseldorf	32	6	5	21	38:88	-50	17:47
