04/10/1996	19:00	VfB Stuttgart	-	SC Freiburg	4:2 (2:1)	
	19:00	Bayer Leverkusen	-	Hansa Rostock	4:1 (1:1)	
	19:00	VfL Bochum	-	Borussia Dortmund	1:0 (0:0)	
05/10/1996	14:30	FC St. Pauli	-	Fortuna Düsseldorf	3:0 (1:0)	
	14:30	Bor. Mönchengladbach	-	TSV 1860 München	1:0 (0:0)	
	14:30	FC Schalke 04	-	Karlsruher SC	0:1 (0:1)	
	14:30	Arminia Bielefeld	-	Werder Bremen	3:1 (1:0)	
	14:30	Bayern München	-	Hamburger SV	2:1 (1:0)	
	14:30	MSV Duisburg	-	1. FC Köln	3:0 (2:0)	
1		VfB Stuttgart	9	7	1	1	26:8	18	22
2		Bayer Leverkusen	9	7	0	2	24:13	11	21
3		Bayern München	9	6	2	1	16:9	7	20
4		Karlsruher SC	9	5	1	3	17:11	6	16
5		Borussia Dortmund	9	5	1	3	17:14	3	16
6		1. FC Köln	9	5	1	3	13:10	3	16
7		VfL Bochum	9	4	3	2	12:12	0	15
8		Werder Bremen	9	4	1	4	19:13	6	13
9		Fortuna Düsseldorf	9	4	1	4	6:13	-7	13
10		Bor. Mönchengladbach	9	3	2	4	10:10	0	11
11		Hamburger SV	9	3	1	5	13:16	-3	10
		TSV 1860 München	9	3	1	5	13:16	-3	10
13		FC Schalke 04	9	2	4	3	9:13	-4	10
14		Hansa Rostock	9	2	2	5	10:14	-4	8
15		MSV Duisburg	9	2	2	5	9:14	-5	8
16		FC St. Pauli	9	2	2	5	11:19	-8	8
17		Arminia Bielefeld	9	1	3	5	8:13	-5	6
18		SC Freiburg	9	2	0	7	13:28	-15	6
