05/05/1989	19:00	1. FC Kaiserslautern	-	VfL Bochum	3:0 (2:0)	
	19:00	Bayer Leverkusen	-	1. FC Nürnberg	3:0 (1:0)	
06/05/1989	14:30	Werder Bremen	-	1. FC Köln	1:2 (1:1)	
	14:30	Borussia Dortmund	-	FC St. Pauli	0:0 (0:0)	
	14:30	Hannover 96	-	Stuttgarter Kickers	3:4 (0:0)	
	14:30	VfB Stuttgart	-	Karlsruher SC	2:0 (1:0)	
	14:30	Hamburger SV	-	Eintracht Frankfurt	2:1 (1:1)	
	14:30	Bor. Mönchengladbach	-	Bayer 05 Uerdingen	3:0 (1:0)	
	14:30	Bayern München	-	Waldhof Mannheim	1:0 (0:0)	
1		Bayern München	28	15	12	1	51:20	31	42:14
2		1. FC Köln	28	16	7	5	48:21	27	39:17
3		Werder Bremen	28	14	8	6	46:28	18	36:20
4		Hamburger SV	28	15	5	8	50:31	19	35:21
5		Bor. Mönchengladbach	28	11	11	6	39:35	4	33:23
6		VfB Stuttgart	28	13	6	9	48:39	9	32:24
7		Borussia Dortmund	28	9	12	7	45:30	15	30:26
8		1. FC Kaiserslautern	28	9	12	7	41:32	9	30:26
9		Bayer Leverkusen	28	8	11	9	35:36	-1	27:29
10		Bayer 05 Uerdingen	28	8	11	9	37:39	-2	27:29
11		FC St. Pauli	28	7	13	8	30:32	-2	27:29
12		Karlsruher SC	28	10	6	12	38:41	-3	26:30
13		VfL Bochum	28	9	8	11	33:40	-7	26:30
14		Waldhof Mannheim	28	6	10	12	30:45	-15	22:34
15		1. FC Nürnberg	28	7	7	14	30:47	-17	21:35
16		Eintracht Frankfurt	28	6	7	15	21:44	-23	19:37
17		Stuttgarter Kickers	28	7	5	16	34:63	-29	19:37
18		Hannover 96	28	3	7	18	24:57	-33	13:43
