25/10/1991	19:00	VfL Bochum	-	Hansa Rostock	3:2 (3:0)	
	19:00	Dynamo Dresden	-	Fortuna Düsseldorf	2:0 (0:0)	
	19:00	1. FC Nürnberg	-	SG Wattenscheid 09	3:1 (2:0)	
26/10/1991	14:30	Borussia Dortmund	-	VfB Stuttgart	0:0 (0:0)	
	14:30	Bayern München	-	Bor. Mönchengladbach	3:0 (1:0)	
	14:30	Eintracht Frankfurt	-	Bayer Leverkusen	0:1 (0:1)	
	14:30	Hamburger SV	-	MSV Duisburg	1:1 (0:0)	
	14:30	1. FC Kaiserslautern	-	Karlsruher SC	3:0 (2:0)	
	14:30	1. FC Köln	-	Werder Bremen	5:0 (3:0)	
	14:30	Stuttgarter Kickers	-	FC Schalke 04	1:1 (0:1)	
