05/10/1990	19:00	Bayer 05 Uerdingen	-	VfL Bochum	4:1 (3:1)	
06/10/1990	14:30	1. FC Nürnberg	-	Werder Bremen	2:3 (1:1)	
	14:30	Bayern München	-	Bor. Mönchengladbach	4:1 (0:0)	
	14:30	Hertha BSC	-	1. FC Köln	0:0 (0:0)	
	14:30	Borussia Dortmund	-	Hamburger SV	1:1 (0:1)	
	14:30	VfB Stuttgart	-	Karlsruher SC	2:2 (1:2)	
	14:30	FC St. Pauli	-	1. FC Kaiserslautern	1:0 (0:0)	
	14:30	Bayer Leverkusen	-	Fortuna Düsseldorf	1:1 (0:0)	
	14:30	SG Wattenscheid 09	-	Eintracht Frankfurt	1:0 (1:0)	
1		Bayern München	9	5	3	1	18:9	9	13:5
2		1. FC Kaiserslautern	9	6	1	2	22:15	7	13:5
3		Eintracht Frankfurt	9	4	4	1	12:4	8	12:6
4		Bayer Leverkusen	9	4	4	1	14:9	5	12:6
5		Werder Bremen	9	4	3	2	11:7	4	11:7
6		SG Wattenscheid 09	9	4	2	3	12:9	3	10:8
7		Borussia Dortmund	9	3	4	2	7:9	-2	10:8
8		1. FC Köln	9	3	3	3	8:6	2	9:9
9		Bayer 05 Uerdingen	9	3	3	3	14:15	-1	9:9
10		VfL Bochum	9	3	3	3	10:11	-1	9:9
11		FC St. Pauli	9	2	5	2	11:14	-3	9:9
12		1. FC Nürnberg	9	2	4	3	15:13	2	8:10
13		VfB Stuttgart	9	3	2	4	15:15	0	8:10
14		Hamburger SV	9	3	1	5	9:11	-2	7:11
15		Fortuna Düsseldorf	9	2	3	4	7:15	-8	7:11
16		Karlsruher SC	9	1	4	4	9:13	-4	6:12
17		Bor. Mönchengladbach	9	1	4	4	9:17	-8	6:12
18		Hertha BSC	9	0	3	6	7:18	-11	3:15
