07/02/1992	19:00	Karlsruher SC	-	SG Wattenscheid 09	1:2 (0:1)	
	19:00	Dynamo Dresden	-	1. FC Nürnberg	1:2 (1:0)	
	19:00	VfL Bochum	-	Eintracht Frankfurt	0:0 (0:0)	
08/02/1992	14:30	Werder Bremen	-	Bor. Mönchengladbach	0:0 (0:0)	
	14:30	Fortuna Düsseldorf	-	Borussia Dortmund	1:1 (0:1)	
	14:30	FC Schalke 04	-	Bayern München	1:1 (0:0)	
	14:30	1. FC Köln	-	Hamburger SV	0:0 (0:0)	
	14:30	Stuttgarter Kickers	-	1. FC Kaiserslautern	1:1 (0:1)	
	14:30	Hansa Rostock	-	VfB Stuttgart	2:0 (1:0)	
09/02/1992	17:00	MSV Duisburg	-	Bayer Leverkusen	1:2 (0:1)	
