01/05/1992	14:30	Bayern München	-	SG Wattenscheid 09	5:2 (3:1)	
	17:00	1. FC Kaiserslautern	-	Werder Bremen	2:2 (1:1)	
	19:00	1. FC Nürnberg	-	Bayer Leverkusen	1:0 (0:0)	
02/05/1992	14:30	Borussia Dortmund	-	Bor. Mönchengladbach	2:2 (0:1)	
	14:30	Dynamo Dresden	-	FC Schalke 04	2:1 (1:0)	
	14:30	1. FC Köln	-	Hansa Rostock	3:1 (1:1)	
	14:30	Hamburger SV	-	Karlsruher SC	0:1 (0:1)	
	14:30	Eintracht Frankfurt	-	MSV Duisburg	3:0 (0:0)	
	14:30	Stuttgarter Kickers	-	VfB Stuttgart	1:3 (0:0)	
	17:00	VfL Bochum	-	Fortuna Düsseldorf	3:0 (1:0)	
