14/09/1973	19:00	Fortuna Köln	-	FC Schalke 04	1:1 (0:0)	
	19:00	Bor. Mönchengladbach	-	Hannover 96	4:3 (2:1)	
15/09/1973	14:30	VfL Bochum	-	MSV Duisburg	3:0 (1:0)	
	14:30	VfB Stuttgart	-	1. FC Kaiserslautern	3:4 (3:2)	
	14:30	Hertha BSC	-	Fortuna Düsseldorf	2:0 (0:0)	
	14:30	Hamburger SV	-	1. FC Köln	3:1 (2:1)	
	14:30	Bayern München	-	Werder Bremen	2:2 (1:1)	
	14:30	Rot-Weiss Essen	-	Wuppertaler SV	2:1 (0:1)	
23/10/1973	14:30	Kickers Offenbach	-	Eintracht Frankfurt	5:2 (3:1)	
1		Bor. Mönchengladbach	7	6	1	0	27:11	16	13:1
2		Bayern München	7	4	3	0	20:10	10	11:3
3		Kickers Offenbach	7	4	2	1	17:8	9	10:4
4		Eintracht Frankfurt	7	4	2	1	16:11	5	10:4
5		Hertha BSC	7	2	5	0	13:9	4	9:5
6		VfL Bochum	7	3	3	1	11:8	3	9:5
7		VfB Stuttgart	7	3	1	3	17:12	5	7:7
8		Fortuna Düsseldorf	7	3	1	3	13:13	0	7:7
9		1. FC Kaiserslautern	7	3	1	3	17:19	-2	7:7
10		Fortuna Köln	7	1	4	2	8:11	-3	6:8
11		Hannover 96	7	2	1	4	16:18	-2	5:9
12		MSV Duisburg	7	2	1	4	9:12	-3	5:9
13		Wuppertaler SV	7	2	1	4	8:11	-3	5:9
14		Hamburger SV	7	2	1	4	10:14	-4	5:9
15		Werder Bremen	7	0	5	2	8:13	-5	5:9
16		1. FC Köln	7	1	2	4	9:17	-8	4:10
17		Rot-Weiss Essen	7	1	2	4	7:17	-10	4:10
18		FC Schalke 04	7	1	2	4	11:23	-12	4:10
