19/02/1972	14:00	VfB Stuttgart	-	Bor. Mönchengladbach	0:1 (0:0)	
	14:00	VfL Bochum	-	1. FC Kaiserslautern	4:2 (1:1)	
	14:30	Bayern München	-	Rot-Weiß Oberhausen	7:0 (2:0)	
	14:30	Eintracht Frankfurt	-	Borussia Dortmund	5:2 (3:0)	
	14:30	Hannover 96	-	Eintracht Braunschweig	3:0 (1:0)	
	14:30	Arminia Bielefeld	-	Werder Bremen	1:0 (0:0)	
	14:30	MSV Duisburg	-	Hertha BSC	2:0 (2:0)	
	14:30	Hamburger SV	-	Fortuna Düsseldorf	3:3 (3:1)	
	14:30	1. FC Köln	-	FC Schalke 04	0:1 (0:0)	
1		FC Schalke 04	21	16	2	3	46:16	30	34:8
2		Bayern München	21	13	6	2	57:19	38	32:10
3		Bor. Mönchengladbach	21	13	4	4	54:23	31	30:12
4		1. FC Köln	21	8	9	4	36:27	9	25:17
5		Eintracht Frankfurt	21	10	4	7	45:41	4	24:18
6		1. FC Kaiserslautern	21	10	3	8	38:33	5	23:19
7		Hertha BSC	21	8	7	6	27:31	-4	23:19
8		Hamburger SV	21	8	6	7	36:33	3	22:20
9		VfB Stuttgart	21	8	6	7	35:34	1	22:20
10		VfL Bochum	21	10	1	10	36:43	-7	21:21
11		Werder Bremen	21	7	6	8	37:30	7	20:22
12		MSV Duisburg	21	7	5	9	25:31	-6	19:23
13		Eintracht Braunschweig	21	4	11	6	22:28	-6	19:23
14		Fortuna Düsseldorf	21	5	6	10	20:32	-12	16:26
15		Borussia Dortmund	21	3	7	11	21:51	-30	13:29
16		Hannover 96	21	5	2	14	29:43	-14	12:30
17		Rot-Weiß Oberhausen	21	3	6	12	17:46	-29	12:30
18		Arminia Bielefeld	21	3	5	13	0:0	14	-8:-18
