18/10/1991	18:30	MSV Duisburg	-	1. FC Kaiserslautern	1:1 (0:0)	
	19:00	Bor. Mönchengladbach	-	1. FC Nürnberg	1:0 (1:0)	
	19:00	Werder Bremen	-	VfL Bochum	3:0 (2:0)	
19/10/1991	14:30	SG Wattenscheid 09	-	Eintracht Frankfurt	2:4 (0:1)	
	14:30	Fortuna Düsseldorf	-	FC Schalke 04	1:1 (1:1)	
	14:30	Hansa Rostock	-	Dynamo Dresden	3:0 (0:0)	
	14:30	Karlsruher SC	-	1. FC Köln	0:1 (0:0)	
	14:30	Bayer Leverkusen	-	Hamburger SV	1:1 (0:0)	
	14:30	VfB Stuttgart	-	Bayern München	3:2 (2:1)	
20/10/1991	17:00	Borussia Dortmund	-	Stuttgarter Kickers	3:1 (0:0)	
