09/05/1992	14:30	VfB Stuttgart	-	SG Wattenscheid 09	1:1 (1:1)	
	14:30	VfL Bochum	-	Dynamo Dresden	1:0 (0:0)	
	14:30	1. FC Köln	-	FC Schalke 04	3:0 (1:0)	
	14:30	1. FC Kaiserslautern	-	Fortuna Düsseldorf	2:0 (2:0)	
	14:30	Hamburger SV	-	Hansa Rostock	1:0 (0:0)	
	14:30	Eintracht Frankfurt	-	Werder Bremen	2:2 (1:0)	
	14:30	1. FC Nürnberg	-	Karlsruher SC	1:2 (0:0)	
	14:30	Bayern München	-	MSV Duisburg	4:2 (1:2)	
	14:30	Borussia Dortmund	-	Bayer Leverkusen	3:1 (1:0)	
	14:30	Bor. Mönchengladbach	-	Stuttgarter Kickers	2:1 (0:1)	
